iteration	bound_geometry	receptor_only_geometry	delta_auc_bound_minus_free
0	0.3483052749719416	0.5713973063973063	-0.22309203142536477
1	0.49046015712682384	0.5662008978675646	-0.07574074074074072
2	0.48493827160493824	0.5034960718294051	-0.018557800224466903
3	0.3775757575757576	0.39598765432098765	-0.018411896745230028
4	0.26301907968574634	0.35221661054994396	-0.08919753086419763
5	0.49200897867564536	0.33923120089786757	0.1527777777777778
6	0.7192592592592592	0.5757407407407408	0.14351851851851838
7	0.46549943883277206	0.5800392817059484	-0.11453984287317637
8	0.5332210998877666	0.22605499438832768	0.3071661054994389
9	0.20595959595959593	0.6469977553310887	-0.4410381593714928
10	0.4598765432098766	0.5652805836139169	-0.10540404040404028
11	0.5072053872053872	0.6338103254769921	-0.1266049382716049
12	0.5508641975308642	0.5309820426487093	0.019882154882154945
13	0.5136700336700336	0.3978843995510662	0.11578563411896742
14	0.5807519640852975	0.4965937149270483	0.08415824915824921
15	0.2565656565656566	0.5536307519640853	-0.2970650953984287
16	0.6334792368125702	0.4615095398428732	0.17196969696969705
17	0.5051964085297419	0.46629068462401796	0.03890572390572394
18	0.5552974186307519	0.3838552188552189	0.171442199775533
19	0.3760381593714927	0.5638552188552189	-0.18781705948372623
20	0.7503591470258137	0.41393378226711564	0.3364253647586981
21	0.3665993265993266	0.2959315375982043	0.0706677890011223
22	0.7451739618406285	0.5511616161616161	0.19401234567901238
23	0.4079012345679012	0.4287485970819304	-0.02084736251402919
24	0.2516161616161616	0.32815375982042655	-0.07653759820426492
25	0.6255106621773289	0.38292368125701465	0.24258698092031422
26	0.6140179573512906	0.34274410774410774	0.27127384960718287
27	0.3279236812570146	0.6357856341189674	-0.3078619528619528
28	0.5269023569023569	0.628658810325477	-0.10175645342312012
29	0.7540291806958473	0.5422390572390573	0.21179012345679005
30	0.24139169472502808	0.3400617283950617	-0.09867003367003363
31	0.35202020202020207	0.43076879910213245	-0.07874859708193038
32	0.7935802469135803	0.6007912457912458	0.19278900112233455
33	0.5066778900112233	0.7003872053872052	-0.1937093153759819
34	0.2794500561167228	0.46855780022446697	-0.18910774410774417
35	0.24169472502805836	0.3759988776655443	-0.13430415263748594
36	0.3554994388327722	0.4674691358024692	-0.111969696969697
37	0.6300561167227834	0.4201290684624018	0.2099270482603816
38	0.5521548821548822	0.4897923681257014	0.06236251402918075
39	0.5771268237934905	0.46182379349046015	0.1153030303030303
40	0.3638832772166105	0.4720482603815937	-0.10816498316498319
41	0.3630751964085297	0.6134399551066217	-0.25036475869809205
42	0.37139169472502803	0.38837822671156	-0.016986531986531994
43	0.6056004489337824	0.8316778900112233	-0.22607744107744088
44	0.3714141414141414	0.3237205387205387	0.04769360269360273
45	0.5494500561167228	0.6231705948372616	-0.07372053872053874
46	0.372615039281706	0.5084006734006734	-0.13578563411896744
47	0.5864421997755332	0.4941245791245792	0.09231762065095406
48	0.6872615039281706	0.4370987654320988	0.25016273849607185
49	0.5274971941638608	0.5753703703703704	-0.04787317620650966
50	0.6735129068462401	0.7709147025813693	-0.09740179573512919
51	0.23319865319865318	0.23608866442199775	-0.002890011223344563
52	0.6113580246913579	0.43592031425364763	0.17543771043771028
53	0.5627272727272726	0.5534848484848485	0.009242424242424163
54	0.4388664421997755	0.477996632996633	-0.03913019079685748
55	0.354635241301908	0.41514590347923686	-0.06051066217732887
56	0.24578002244668914	0.6069640852974186	-0.36118406285072946
57	0.3330751964085298	0.546290684624018	-0.2132154882154882
58	0.40042648709315376	0.5909708193041526	-0.19054433221099887
59	0.467317620650954	0.5328787878787878	-0.06556116722783384
60	0.5677104377104377	0.5034062850729518	0.0643041526374859
61	0.3721773288439955	0.38306958473625147	-0.010892255892255953
62	0.33520763187429853	0.33088103254769924	0.00432659932659929
63	0.47344556677890015	0.3328563411896745	0.14058922558922565
64	0.28983164983164983	0.2940347923681257	-0.004203142536475857
65	0.4483838383838384	0.5408585858585859	-0.09247474747474754
66	0.45631874298540964	0.5369304152637485	-0.08061167227833888
67	0.2418630751964085	0.7035634118967452	-0.4617003367003367
68	0.36144781144781146	0.3959203142536476	-0.034472502805836136
69	0.3934118967452301	0.5161672278338946	-0.12275533108866449
70	0.6927833894500561	0.519354657687991	0.17342873176206508
71	0.3948933782267116	0.4291638608305275	-0.03427048260381588
72	0.4927272727272727	0.44627946127946133	0.04644781144781135
73	0.39263748597081927	0.6104545454545454	-0.2178170594837261
74	0.4663187429854097	0.2849102132435466	0.1814085297418631
75	0.5769023569023569	0.554270482603816	0.022631874298540966
76	0.5450280583613917	0.30778338945005607	0.2372446689113356
77	0.5268125701459034	0.498939393939394	0.02787317620650942
78	0.5212457912457912	0.5222166105499438	-0.0009708193041526592
79	0.2742985409652076	0.3103872053872054	-0.03608866442199776
80	0.5612233445566779	0.5918013468013469	-0.030578002244669
81	0.5234904601571269	0.39149831649831657	0.1319921436588103
82	0.5651851851851851	0.327020202020202	0.23816498316498314
83	0.5628619528619528	0.39725589225589225	0.1656060606060606
84	0.5101907968574636	0.6607800224466892	-0.1505892255892256
85	0.5807407407407408	0.506986531986532	0.0737542087542088
86	0.3561728395061728	0.5445286195286195	-0.18835578002244674
87	0.2769135802469136	0.5306341189674524	-0.2537205387205388
88	0.7084960718294052	0.44627946127946133	0.2622166105499439
89	0.7403591470258138	0.494023569023569	0.24633557800224487
90	0.41750841750841755	0.680780022446689	-0.26327160493827145
91	0.46820426487093153	0.2697250280583614	0.19847923681257013
92	0.3605050505050505	0.4752581369248035	-0.11475308641975301
93	0.28536475869809197	0.30210437710437715	-0.016739618406285184
94	0.42964085297418625	0.42925364758698087	0.00038720538720538045
95	0.32776655443322106	0.518063973063973	-0.19029741863075195
96	0.47750841750841744	0.3188047138047138	0.15870370370370362
97	0.6927946127946129	0.4376823793490461	0.25511223344556677
98	0.37122334455667794	0.20039842873176208	0.17082491582491585
99	0.5029517396184063	0.6033838383838384	-0.10043209876543202
100	0.3874410774410775	0.5032154882154881	-0.11577441077441064
101	0.6822334455667788	0.3353591470258137	0.3468742985409651
102	0.3435129068462402	0.3447194163860831	-0.0012065095398429149
103	0.40563411896745233	0.4603759820426487	-0.05474186307519635
104	0.5223120089786756	0.6178956228956228	-0.09558361391694725
105	0.47474747474747475	0.3425084175084175	0.13223905723905727
106	0.5785521885521886	0.6696801346801347	-0.09112794612794606
107	0.40684624017957355	0.32315937149270485	0.0836868686868687
108	0.33008978675645345	0.4832828282828283	-0.15319304152637486
109	0.5495173961840628	0.36314814814814816	0.18636924803591465
110	0.41124579124579125	0.5727890011223346	-0.1615432098765433
111	0.5591133557800224	0.42462962962962963	0.13448372615039278
112	0.6099775533108867	0.8183445566778901	-0.20836700336700342
113	0.4832996632996633	0.38110549943883276	0.10219416386083052
114	0.5832772166105499	0.5326543209876543	0.05062289562289557
115	0.33420875420875423	0.5596913580246914	-0.22548260381593715
116	0.3770482603815937	0.4685241301907969	-0.09147586980920319
117	0.4356790123456791	0.4068630751964086	0.0288159371492705
118	0.3306734006734007	0.3354377104377104	-0.004764309764309749
119	0.4337822671156004	0.5111167227833894	-0.07733445566778896
120	0.38327721661055	0.2051010101010101	0.1781762065095399
121	0.4771268237934905	0.4612962962962963	0.015830527497194158
122	0.5573961840628506	0.32464085297418627	0.23275533108866436
123	0.39484848484848484	0.5831032547699214	-0.18825476992143658
124	0.40520763187429854	0.7035072951739618	-0.2982996632996633
125	0.4882267115600449	0.36937710437710436	0.11884960718294052
126	0.46500561167227833	0.5150336700336701	-0.050028058361391736
127	0.8122895622895623	0.5587373737373738	0.25355218855218853
128	0.4174747474747475	0.5555274971941638	-0.13805274971941633
129	0.27865319865319865	0.5323063973063974	-0.25365319865319874
130	0.6679124579124579	0.3530471380471381	0.3148653198653198
131	0.4579910213243547	0.7241133557800224	-0.26612233445566774
132	0.5272053872053872	0.3713636363636364	0.15584175084175084
133	0.4892143658810326	0.3925533108866442	0.09666105499438843
134	0.25823793490460156	0.48587542087542096	-0.2276374859708194
135	0.6615039281705949	0.22880471380471382	0.4326992143658811
136	0.4948821548821549	0.7669191919191919	-0.27203703703703697
137	0.4317508417508418	0.2485914702581369	0.18315937149270486
138	0.40372615039281706	0.5470987654320988	-0.14337261503928173
139	0.3913692480359147	0.5262457912457913	-0.13487654320987658
140	0.6150729517396184	0.34360830527497194	0.27146464646464646
141	0.6394612794612794	0.4103759820426487	0.2290852974186307
142	0.5147362514029181	0.4448989898989899	0.06983726150392822
143	0.3033557800224467	0.4262233445566779	-0.1228675645342312
144	0.28285072951739615	0.39058922558922565	-0.1077384960718295
145	0.6600224466891134	0.3101178451178451	0.34990460157126824
146	0.4254096520763187	0.5975589225589225	-0.1721492704826038
147	0.4096745230078563	0.38716610549943886	0.022508417508417422
148	0.6023120089786757	0.3980078563411897	0.20430415263748597
149	0.3294500561167228	0.5058417508417509	-0.17639169472502808
150	0.44367003367003366	0.2565712682379349	0.18709876543209875
151	0.44400673400673396	0.4643827160493827	-0.020375982042648733
152	0.3674971941638609	0.27278900112233445	0.09470819304152645
153	0.6911111111111111	0.6009259259259259	0.09018518518518526
154	0.20029180695847362	0.3946745230078563	-0.1943827160493827
155	0.5154882154882156	0.4775701459034793	0.03791806958473626
156	0.32536475869809195	0.5677384960718295	-0.24237373737373752
157	0.532996632996633	0.33074635241301903	0.202250280583614
158	0.23796857463524132	0.5500729517396183	-0.312104377104377
