receptor_name	margin_gain	bound_margin	partner_free_margin	n_units	captured_classes
aa2ar_human	0.6319692199983471	-0.270811128383422	-0.902780348381769	1	Gs
acm3_human	0.05150553644507322	-0.3300978428338365	-0.3816033792789097	1	Gq/11
adrb2_human	0.1364639063080071	0.019448553931636248	-0.11701535237637084	1	Gs
gp101_human	-0.3266993014222772	-0.1466338950954718	0.1800654063268054	1	Gs
gpr34_human	0.1407731069905654	0.1435093313478401	0.002736224357274719	1	Gi/o
hcar2_human	-0.06484961619873059	-0.16292532187414743	-0.09807570567541685	1	Gi/o
hcar3_human	0.21042511684764764	0.12505440997496242	-0.08537070687268522	1	Gi/o
lpar1_human	-0.007495585578923242	-0.09205199022106064	-0.0845564046421374	2	Gi/o;Gq/11
mrgx2_human	-0.058001546291864325	-0.131545503075831	-0.07354395678396666	2	Gi/o;Gq/11
mrgx4_human	-0.1755606270160972	-0.39517649636973784	-0.21961586935364064	1	Gq/11
oprd_human	0.9343325387156756	0.1834671713725174	-0.7508653673431581	1	Gi/o
opsd_bovin	0.11123749924688264	0.0037575223283667913	-0.10747997691851585	1	Gi/o
pe2r3_human	0.4049281153704517	-0.10003211508542498	-0.5049602304558767	1	Gi/o
taar1_mouse	-0.08602844779320598	-0.12229998724181854	-0.036271539448612555	2	Gq/11;Gs
taar9_mouse	0.12724085080088454	0.47276231396568225	0.3455214631647977	1	Gs
